Close,SIGNAL,HOLD%,BUY%,SELL%
3.9000000953674316,0,1.0,8.510977e-09,3.1942854e-08
4.269999980926514,0,1.0,6.4139104e-11,5.7182376e-10
4.099999904632568,0,1.0,2.0457915e-10,3.1851258e-10
4.0,0,1.0,1.3116196e-12,2.5576432e-09
3.990000009536743,0,1.0,3.0524183e-34,2.8232863e-10
3.9600000381469727,0,0.99876815,0.0,0.0012317888
4.03000020980835,2,0.0,0.0,1.0
3.880000114440918,2,0.0,0.0,1.0
3.9200000762939453,2,0.0,0.0,1.0
4.010000228881836,2,0.0,0.0,1.0
4.119999885559082,2,0.0,0.0,1.0
4.010000228881836,2,0.0,0.0,1.0
3.609999895095825,2,0.0,0.0,1.0
3.5,2,0.0,0.0,1.0
3.5,2,0.0,0.0,1.0
3.609999895095825,2,0.0,5.58808e-35,1.0
3.5999999046325684,1,0.0,1.0,0.0
3.5399999618530273,1,0.0,1.0,0.0
3.4000000953674316,1,1.6732221e-38,1.0,0.0
3.200000047683716,0,1.0,1.9700078e-34,0.0
3.049999952316284,0,1.0,0.0,0.0
3.3499999046325684,0,1.0,0.0,0.0
3.3399999141693115,0,1.0,2.0880948e-37,7.932842e-36
3.2300000190734863,0,1.0,6.6078617e-37,0.0
3.3499999046325684,0,0.99999976,8.140601e-12,2.2237147e-07
3.390000104904175,2,7.462997e-21,7.58631e-28,1.0
3.380000114440918,2,1.3016318e-37,3.3015735e-33,1.0
3.380000114440918,2,0.0,0.29435045,0.70564955
3.559999942779541,1,0.0,1.0,2.9615105e-18
3.549999952316284,1,0.0,1.0,6.691852e-22
3.5399999618530273,1,0.0,1.0,1.3959287e-17
3.380000114440918,2,0.0,0.0015643128,0.9984357
3.3499999046325684,2,0.0,0.0030269166,0.99697304
3.430000066757202,2,0.0,1.0950577e-11,1.0
3.4700000286102295,2,0.0,0.02403589,0.9759641
3.559999942779541,2,0.0,0.001338249,0.99866176
3.549999952316284,2,0.0,0.0019882757,0.9980117
3.559999942779541,2,0.0,2.4926727e-10,1.0
3.5399999618530273,2,0.0,7.9086676e-29,1.0
3.5399999618530273,2,0.0,3.9718282e-23,1.0
