Close,SIGNAL,HOLD%,BUY%,SELL%
1085.0,1,0.0,0.90721726,0.09278279
1070.0,1,0.0,0.8938724,0.10612765
1025.0,1,0.0,0.99133027,0.008669713
1030.0,1,0.0,0.99688184,0.0031181418
1050.0,1,0.0,0.99785835,0.0021416978
1015.0,1,0.0,0.9997385,0.00026147734
1020.0,1,0.0,0.9989504,0.0010495565
933.0,1,0.0,0.9992331,0.0007669299
957.0,1,0.0,0.9998827,0.000117290976
970.0,1,0.0,0.9957516,0.0042483374
996.0,1,0.0,0.9518548,0.048145164
1095.0,1,0.0,0.9995722,0.00042775559
1080.0,1,0.0,0.9999919,8.113405e-06
1105.0,1,0.0,0.99998415,1.5904554e-05
1140.0,1,0.0,0.9999969,3.155842e-06
1125.0,1,0.0,0.9999999,1.6843082e-07
1140.0,1,0.0,0.9999989,1.0584972e-06
1130.0,1,0.0,0.9999889,1.1050067e-05
1105.0,1,0.0,0.9999937,6.3113657e-06
1170.0,1,0.0,1.0,3.5667536e-08
1130.0,1,0.0,1.0,8.79395e-09
1130.0,1,0.0,1.0,2.6161706e-08
1165.0,1,0.0,0.9999999,6.868386e-08
1165.0,1,0.0,1.0,4.2557073e-08
1280.0,1,0.0,0.9999999,9.628213e-08
1275.0,1,0.0,0.9999988,1.1831745e-06
1285.0,1,0.0,0.9999943,5.7596476e-06
1265.0,1,0.0,0.9999883,1.1739059e-05
1390.0,1,0.0,0.9999901,9.867665e-06
1435.0,1,0.0,0.9999994,5.7478434e-07
1515.0,1,0.0,0.99999976,2.1842007e-07
1490.0,1,0.0,0.99999666,3.3386539e-06
1495.0,1,0.0,0.9998691,0.00013089967
1535.0,1,0.0,0.9990201,0.0009799164
1425.0,1,0.0,0.99678063,0.0032193
1440.0,1,0.0,0.98277813,0.017221846
1455.0,1,0.0,0.9473871,0.052612867
1465.0,1,0.0,0.947561,0.05243897
1385.0,1,0.0,0.9030166,0.0969834
1405.0,1,0.0,0.9106907,0.0893093
