Close,SIGNAL,HOLD%,BUY%,SELL%
120.6500015258789,0,0.84804314,0.051894307,0.100062504
120.3499984741211,0,0.9233062,0.041330572,0.03536325
119.94999694824219,0,0.7579003,0.18578088,0.056318823
119.05000305175781,0,0.54665893,0.36171758,0.09162342
118.9000015258789,2,0.17557101,0.37961206,0.444817
118.5999984741211,2,0.18871406,0.23791978,0.57336617
118.1500015258789,2,0.3825395,0.11823264,0.49922782
116.5999984741211,2,0.29303676,0.13570802,0.57125515
116.0999984741211,2,0.4147223,0.10959665,0.47568113
116.0,0,0.6492948,0.073397815,0.2773074
117.4000015258789,0,0.61301017,0.079544656,0.30744514
117.69999694824219,0,0.4668921,0.10555067,0.42755732
117.19999694824219,2,0.39018893,0.0947033,0.5151078
117.5,2,0.3486676,0.10415734,0.54717505
117.80000305175781,0,0.48634157,0.10154904,0.41210938
118.55000305175781,0,0.4861091,0.085500695,0.42839018
118.9000015258789,2,0.41239852,0.15990385,0.42769757
117.80000305175781,2,0.37731186,0.22064108,0.402047
117.55000305175781,2,0.3195608,0.2564859,0.4239533
117.19999694824219,2,0.15850145,0.36485082,0.4766477
117.19999694824219,1,0.07334499,0.5208439,0.40581107
118.5999984741211,1,0.041760273,0.62891144,0.32932833
120.55000305175781,1,0.03920176,0.5661842,0.39461398
122.1500015258789,1,0.036026113,0.5753109,0.38866302
122.5,1,0.05422902,0.6106748,0.33509615
122.30000305175781,1,0.1822618,0.4962473,0.32149085
122.19999694824219,2,0.33446032,0.3000934,0.3654463
121.5999984741211,2,0.34704664,0.20647757,0.44647574
123.05000305175781,2,0.3266225,0.24620402,0.42717347
125.94999694824219,0,0.42155272,0.32472852,0.25371876
126.75,0,0.58741456,0.27591592,0.13666959
126.75,0,0.4647633,0.32859874,0.20663789
126.1500015258789,1,0.33491504,0.3527572,0.31232774
125.1500015258789,1,0.2749805,0.36611742,0.3589021
126.75,2,0.24295639,0.3774144,0.37962922
126.3499984741211,0,0.61456716,0.134833,0.2505999
126.69999694824219,0,0.94995713,0.025961375,0.024081454
128.10000610351562,0,0.96287704,0.030033952,0.007088893
126.8499984741211,0,0.92033494,0.07068509,0.008979973
127.80000305175781,0,0.5839103,0.3493375,0.06675226
