Close,SIGNAL,HOLD%,BUY%,SELL%
28.739999771118164,0,1.0,0.0,0.0
28.799999237060547,0,1.0,0.0,0.0
28.670000076293945,0,1.0,0.0,0.0
28.549999237060547,0,1.0,0.0,0.0
28.43000030517578,0,1.0,0.0,0.0
28.190000534057617,0,1.0,0.0,0.0
28.270000457763672,0,1.0,0.0,0.0
27.799999237060547,0,1.0,0.0,0.0
27.84000015258789,0,1.0,0.0,0.0
28.020000457763672,0,1.0,0.0,0.0
28.229999542236328,0,1.0,0.0,0.0
28.440000534057617,0,1.0,0.0,0.0
28.420000076293945,0,1.0,0.0,0.0
28.450000762939453,0,1.0,0.0,0.0
28.469999313354492,0,1.0,0.0,0.0
28.670000076293945,0,1.0,0.0,0.0
28.639999389648438,0,1.0,0.0,0.0
28.540000915527344,0,1.0,0.0,0.0
28.399999618530273,0,1.0,0.0,0.0
28.450000762939453,0,1.0,0.0,0.0
28.420000076293945,0,1.0,0.0,0.0
28.649999618530273,0,1.0,0.0,0.0
28.760000228881836,2,0.0,0.0,1.0
29.049999237060547,2,0.0,0.0,1.0
29.309999465942383,2,0.0,0.0,1.0
29.350000381469727,2,0.0,0.0,1.0
29.3700008392334,2,0.0,0.0,1.0
29.43000030517578,2,0.0,0.0,1.0
29.780000686645508,0,1.0,0.0,0.0
30.1299991607666,0,1.0,0.0,0.0
30.649999618530273,0,1.0,0.0,0.0
30.520000457763672,0,1.0,0.0,0.0
30.489999771118164,0,1.0,0.0,0.0
30.469999313354492,0,1.0,0.0,0.0
30.93000030517578,0,1.0,0.0,0.0
31.100000381469727,0,1.0,0.0,0.0
31.149999618530273,0,1.0,0.0,0.0
31.459999084472656,0,1.0,0.0,0.0
31.239999771118164,0,1.0,0.0,0.0
31.780000686645508,0,1.0,0.0,0.0
